City ID,City,Lat,Lng,Max Temp,Min Temp,Temp,Humidity,diurnal range
0,Willamette Valley,44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
1,Lake Michigan Shore,44.2503,-85.5003,71.67,68.5,71.49,83,3.1700000000000017
2,Navarra,42.75,-1.6667,53.53,51.12,51.13,93,2.4100000000000037
3,Vittoria,36.9537,14.5332,73.92,73.92,73.92,78,0.0
4,Alsace,48.5,7.5,53.74,53.31,53.31,87,0.4299999999999997
5,Napa Valley,38.4832,-122.3344,82.18,66.11,74.05,22,16.070000000000007
6,Alexander Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
7,Central Coast,-41.27,146.0592,51.44,51.44,51.44,57,0.0
8,Cafayate,-26.073,-65.9761,55.87,55.87,55.87,86,0.0
9,Mendoza,-32.8908,-68.8272,58.53,58.53,58.53,51,0.0
10,Ribera del Duero,40.0,-4.0,57.45,54.57,57.45,55,2.8800000000000026
11,Virginia,37.5481,-77.4467,66.18,62.31,64.51,88,3.8700000000000045
12,Oregon,44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
13,Sicilia,37.75,14.25,63.88,63.88,63.88,54,0.0
14,Paso Robles,35.6266,-120.691,84.49,71.46,84.49,23,13.030000000000001
15,Sonoma Coast,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
16,Terre Siciliane,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
17,Cerasuolo di Vittoria,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
18,Clarksburg,39.2807,-80.3445,73.13,72.05,72.05,68,1.0799999999999983
19,Dry Creek Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
20,Sonoma Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
21,McMinnville,45.2101,-123.1987,70.05,66.25,67.17,52,3.799999999999997
22,Puglia,41.25,16.25,67.32,63.9,67.32,69,3.4199999999999946
23,Beaujolais,29.7858,-90.7681,80.6,77.0,78.37,91,3.5999999999999943
24,Lake County,42.3334,-88.0006,78.51,72.93,77.65,73,5.579999999999998
25,Monticello,45.3055,-93.7941,60.75,55.62,57.29,85,5.130000000000003
26,Brouilly,29.7858,-90.7681,80.6,77.0,78.37,91,3.5999999999999943
27,Monica di Sardegna,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
28,Bordeaux Blanc,44.8404,-0.5805,57.47,51.78,57.47,100,5.689999999999998
29,North Coast,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
30,Columbia Valley (WA),47.5001,-120.5015,66.69,54.64,63.41,51,12.049999999999997
31,Romagna,44.8239,10.0797,62.4,62.4,62.4,96,0.0
32,Champagne,48.0219,0.331,58.89,58.89,58.89,94,0.0
33,Santa Ynez Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
34,Chablis,47.8139,3.7984,53.26,53.26,53.26,92,0.0
35,Mâcon-Milly Lamartine,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
36,California,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
37,Aglianico del Vulture,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
38,Howell Mountain,38.5813,-122.4511,78.33,63.75,69.64,23,14.579999999999998
39,Calistoga,38.5788,-122.5797,83.35,68.79,74.12,27,14.559999999999988
40,South Australia,-30.0,135.0,62.8,62.8,62.8,28,0.0
41,Eola-Amity Hills,44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
42,Rías Baixas,42.7551,-7.8662,51.13,51.13,51.13,97,0.0
43,Vin de France,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
44,McLaren Vale,-35.2333,138.5333,56.35,56.35,56.35,60,0.0
45,Ancient Lakes,47.5001,-120.5015,66.69,54.64,63.41,51,12.049999999999997
46,Knights Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
47,Vernaccia di San Gimignano,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
48,Toscana,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
49,Sonoma County,38.55,-122.9011,82.74,68.23,74.21,29,14.509999999999991
50,Juliénas,46.2348,4.7115,58.33,55.2,56.19,97,3.1299999999999955
51,Régnié,29.7858,-90.7681,80.6,77.0,78.37,91,3.5999999999999943
52,Finger Lakes,40.7143,-74.006,71.56,59.59,67.6,63,11.969999999999999
53,Morellino di Scansano,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
54,Santa Clara Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
55,Yountville,38.4016,-122.3608,85.68,69.64,76.06,27,16.040000000000006
56,Barolo,44.6109,7.9428,58.86,52.65,52.65,90,6.210000000000001
57,Rockpile,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
58,Padthaway,-30.0,135.0,62.8,62.8,62.8,28,0.0
59,Saint-Émilion,44.8833,-0.15,57.22,53.67,57.22,89,3.549999999999997
60,Barbera d'Alba,37.8244,-122.2316,84.92,68.79,77.83,27,16.129999999999995
61,Santa Lucia Highlands,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
62,Spring Mountain District,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
63,Monterey,36.2505,-121.2516,68.2,67.77,67.77,32,0.4300000000000068
64,Carmel Valley,36.4797,-121.7324,82.04,63.59,72.34,40,18.450000000000003
65,Dominio de Valdepusa,40.0,-4.0,57.45,54.57,57.45,55,2.8800000000000026
66,Santa Cruz Mountains,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
67,Chianti Classico,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
68,Cahors,44.4167,1.3333,56.7,56.7,56.7,92,0.0
69,Edna Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
70,Madiran,43.5502,-0.0581,54.14,50.18,51.35,88,3.960000000000001
71,Russian River Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
72,Alto Adige,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
73,Arroyo Seco,-33.1549,-60.5086,57.18,57.18,57.18,87,0.0
74,Salta,-24.7859,-65.4117,55.99,53.89,55.99,94,2.1000000000000014
75,Anderson Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
76,Campania,-42.6667,147.4167,50.54,50.54,50.54,51,0.0
77,Rosso del Veronese,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
78,St.-Romain,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
79,Vino Nobile di Montepulciano,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
80,Nevada County,39.3499,-120.8844,78.01,64.62,74.21,24,13.39
81,Côtes du Rhône,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
82,Vacqueyras,44.1373,4.9828,59.85,56.91,58.82,82,2.940000000000005
83,Rueda,41.4123,-4.9588,47.73,47.07,47.73,78,0.6599999999999966
84,Brunello di Montalcino,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
85,Luján de Cuyo,-33.0391,-68.88,56.12,56.12,56.12,45,0.0
86,Cayuga Lake,40.7143,-74.006,71.56,59.59,67.6,63,11.969999999999999
87,Montepulciano d'Abruzzo,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
88,Santa Barbara County,34.7333,-120.0343,65.23,57.29,63.93,52,7.940000000000005
89,Diamond Mountain District,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
90,San Marino,43.9333,12.4167,60.24,58.48,58.89,100,1.7600000000000051
91,Mendocino,39.4166,-123.4178,77.99,77.99,77.99,40,0.0
92,Vin de Pays des Côtes de Gascogne,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
93,Vino de la Tierra de Castilla y León,40.0,-4.0,57.45,54.57,57.45,55,2.8800000000000026
94,San Juan,-31.5375,-68.5364,55.62,55.62,55.62,42,0.0
95,Adelaide Hills,-34.9112,138.7074,52.25,52.25,52.25,67,0.0
96,Sonoma Mountain,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
97,Amador County,38.4499,-120.651,75.85,66.16,74.46,24,9.689999999999998
98,St. Helena,-15.95,-5.7,60.78,60.78,60.78,72,0.0
99,Cole Ranch,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
100,Santa Maria Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
101,Torgiano,43.0285,12.4414,60.35,59.18,59.18,100,1.1700000000000017
102,Veneto,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
103,Colli Orientali del Friuli,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
104,Uco Valley,-34.5,-68.5,53.4,53.4,53.4,40,0.0
105,Monferrato,37.8244,-122.2316,84.92,68.79,77.83,27,16.129999999999995
106,Dundee Hills,44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
107,Perdriel,-33.0801,-68.8863,56.07,56.07,56.07,45,0.0
108,Arroyo Grande Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
109,Montsant,41.8205,1.8677,55.62,55.62,55.62,87,0.0
110,Arbois,46.9031,5.7745,52.36,50.85,52.36,97,1.509999999999998
111,Barossa Valley,-30.0,135.0,62.8,62.8,62.8,28,0.0
112,Tupungato,-33.3724,-69.148,54.68,54.68,54.68,45,0.0
113,Mendocino County,39.4166,-123.4178,77.99,77.99,77.99,40,0.0
114,Côte de Nuits-Villages,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
115,Langhe,37.8244,-122.2316,84.92,68.79,77.83,27,16.129999999999995
116,Prosecco di Valdobbiadene,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
117,Prosecco di Conegliano,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
118,Languedoc,-33.8989,18.9658,45.88,45.88,45.88,79,0.0
119,Coteaux Varois en Provence,46.8905,6.7261,49.26,45.79,47.16,93,3.469999999999999
120,Cava,44.2335,12.0105,62.31,60.55,62.17,86,1.7600000000000051
121,Rutherglen,55.8289,-4.2138,55.29,51.89,53.55,87,3.3999999999999986
122,Barossa,-34.6135,138.9617,51.58,51.58,51.58,50,0.0
123,Montrachet,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
124,Heathcote,-34.0833,151.0167,60.3,56.55,56.55,45,3.75
125,Clos de Vougeot,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
126,Chassagne-Montrachet,46.9364,4.7274,52.92,51.4,51.4,94,1.5200000000000031
127,Criots-Bâtard-Montrachet,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
128,Clare Valley,-30.0,135.0,62.8,62.8,62.8,28,0.0
129,Bianco di Custoza,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
130,Friuli,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
131,Soave,45.4211,11.2466,61.21,61.21,61.21,80,0.0
132,Collio,45.8098,10.3343,53.8,51.49,52.77,90,2.309999999999995
133,Trentino,44.2367,10.8251,55.45,53.64,53.64,98,1.8100000000000023
134,Valdadige,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
135,Rutherford,35.8501,-86.4,71.49,69.49,69.89,83,2.0
136,Italy,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
137,Prosecco del Veneto,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
138,Prosecco di Conegliano e Valdobbiadene,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
139,Graves,45.65,-0.1061,57.25,56.64,57.25,94,0.6099999999999994
140,Walla Walla Valley (WA),47.5001,-120.5015,66.69,54.64,63.41,51,12.049999999999997
141,New York,40.7143,-74.006,71.56,59.59,67.6,63,11.969999999999999
142,Rioja,-29.4111,-66.8507,60.28,60.28,60.28,59,0.0
143,North Fork of Long Island,40.7143,-74.006,71.56,59.59,67.6,63,11.969999999999999
144,Wahluke Slope,47.5001,-120.5015,66.69,54.64,63.41,51,12.049999999999997
145,Templeton Gap District,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
146,Snipes Mountain,47.5001,-120.5015,66.69,54.64,63.41,51,12.049999999999997
147,Gavi,44.6876,8.8094,63.41,63.41,63.41,96,0.0
148,Bierzo,40.0,-4.0,57.45,54.57,57.45,55,2.8800000000000026
149,Long Island,23.2167,-75.1117,84.15,84.15,84.15,71,0.0
150,Etna,40.5042,-79.9489,73.15,70.75,72.54,73,2.4000000000000057
151,Muscadet Sèvre et Maine,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
152,Franciacorta,45.6667,9.5,60.94,54.09,58.37,94,6.849999999999994
153,Niagara-On-The-Lake,43.2501,-79.0663,76.3,64.35,70.88,80,11.950000000000003
154,Carneros,42.4757,-6.0474,47.08,47.08,47.08,87,0.0
155,Ribbon Ridge,44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
156,Meursault,46.9782,4.7695,52.99,51.46,51.46,94,1.5300000000000011
157,Amarone della Valpolicella,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
158,Chambolle-Musigny,47.1864,4.9533,52.52,50.99,50.99,93,1.5300000000000011
159,Pomerol,44.9333,-0.2,57.33,53.78,57.33,90,3.549999999999997
160,Cannonau di Sardegna,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
161,Red Mountain,36.2251,-78.9036,71.94,66.29,68.16,83,5.6499999999999915
162,Isola dei Nuraghi,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
163,Sta. Rita Hills,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
164,Côtes du Rhône Villages,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
165,Friuli Grave,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
166,El Dorado,38.7666,-120.5177,73.92,64.22,71.13,28,9.700000000000003
167,Suisun Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
168,Côtes de Provence,46.8905,6.7261,49.26,45.79,47.16,93,3.469999999999999
169,Lodi,38.1302,-121.2725,84.65,80.53,80.94,20,4.1200000000000045
170,Venezia Giulia,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
171,Yakima Valley,47.5001,-120.5015,63.0,54.64,63.0,51,8.36
172,Monterey County,36.2505,-121.2516,68.2,67.77,67.77,32,0.4300000000000068
173,Chiles Valley,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
174,Mercurey,46.8364,4.717,52.99,51.48,51.48,94,1.5100000000000051
175,Calaveras County,38.1666,-120.5844,79.81,72.25,76.84,24,7.560000000000002
176,Chehalem Mountains,44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
177,Horse Heaven Hills,47.5001,-120.5015,63.0,54.64,63.0,51,8.36
178,Umpqua Valley,44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
179,Alto Adige Valle Isarco,32.184,-96.8847,91.54,84.11,87.62,37,7.430000000000007
180,Ballard Canyon,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
181,Green Valley,31.8543,-110.9937,88.57,80.08,87.31,35,8.489999999999995
182,Coteaux d'Aix-en-Provence,46.8905,6.7261,49.26,45.79,47.16,93,3.469999999999999
183,Côtes de Provence Sainte-Victoire,46.8905,6.7261,49.26,45.79,47.16,93,3.469999999999999
184,Sierra Foothills,38.3004,-76.5074,73.06,62.71,66.9,76,10.350000000000001
185,Yolo County,38.6999,-121.8844,85.78,77.0,83.8,17,8.780000000000001
186,Dolcetto d'Alba,37.8244,-122.2316,84.92,68.79,77.83,27,16.129999999999995
187,Bordeaux Supérieur,44.8404,-0.5805,57.47,51.78,57.47,100,5.689999999999998
188,Costières de Nîmes,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
189,Bordeaux,44.8404,-0.5805,57.47,51.78,57.47,100,5.689999999999998
190,Washington,47.5001,-120.5015,63.0,54.64,63.0,51,8.36
191,Columbia Gorge (WA),47.5001,-120.5015,63.0,54.64,63.0,51,8.36
192,Oak Knoll District,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
193,Rogue Valley,44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
194,Northern Sonoma,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
195,Soave Classico,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
196,Conegliano Valdobbiadene Prosecco Superiore,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
197,Piedmont,37.8244,-122.2316,84.92,68.79,77.83,27,16.129999999999995
198,Idaho,44.5002,-114.2512,50.09,50.09,50.09,40,0.0
199,Gambellara Classico,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
200,Yarra Valley,22.2855,114.1577,89.56,85.98,87.91,69,3.5799999999999983
201,Great Southern,-25.0,122.0,71.91,71.91,71.91,16,0.0
202,Mokelumne River,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
203,Los Carneros,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
204,Mount Veeder,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
205,Dogliani Superiore,37.8244,-122.2316,84.92,68.79,77.83,27,16.129999999999995
206,Valencia,39.3333,-0.8333,59.07,55.78,59.07,80,3.289999999999999
207,Cortona,43.2745,11.9871,56.53,55.38,55.38,93,1.1499999999999986
208,Piemonte,45.0,8.0,59.65,53.44,59.65,94,6.210000000000001
209,Colli della Toscana Centrale,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
210,Livermore Valley,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
211,Valle de Uco,-34.5,-68.5,53.4,53.4,53.4,40,0.0
212,Mâcon-Villages,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
213,Texas,31.2504,-99.2506,87.98,87.3,87.75,30,0.6800000000000068
214,Côte Chalonnaise,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
215,Chorey-lès-Beaune,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
216,Calchaquí Valley,-34.0,-64.0,51.1,51.1,51.1,57,0.0
217,Coteaux Bourguignons,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
218,Saint-Véran,44.6993,6.8687,32.86,32.86,32.86,90,0.0
219,Barbaresco,44.7232,8.0819,63.19,53.19,53.47,92,10.0
220,South Eastern Australia,-25.0,135.0,64.04,64.04,64.04,25,0.0
221,Temecula Valley,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
222,Tasmania,-42.0,147.0,42.06,42.06,42.06,76,0.0
223,Cariñena,41.3513,-1.2122,62.78,53.47,53.47,75,9.310000000000002
224,Vin Santo del Chianti Classico,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
225,Trento,46.0679,11.1211,57.52,57.52,57.52,92,0.0
226,Médoc,44.5564,-0.0385,59.25,53.74,54.1,81,5.509999999999998
227,Haut-Médoc,44.8404,-0.5805,57.47,51.78,57.47,100,5.689999999999998
228,Fronsac,44.9167,-0.2667,57.72,54.18,57.72,90,3.539999999999999
229,Margaux,45.0401,-0.6789,57.56,51.89,57.56,91,5.670000000000002
230,Mornington Peninsula,-38.3327,144.9566,53.69,52.75,53.69,60,0.9399999999999977
231,Verdicchio dei Castelli di Jesi Classico,32.184,-96.8847,88.83,82.06,87.31,37,6.769999999999996
232,Vino de la Tierra de Castilla,40.0,-4.0,57.45,54.57,57.45,55,2.8800000000000026
233,Mendocino Ridge,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
234,Beaujolais-Villages,29.7858,-90.7681,80.6,77.0,78.37,91,3.5999999999999943
235,Côtes de Gascogne,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
236,Rosso di Montalcino,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
237,Côtes du Lot,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
238,Moulin-à-Vent,29.7858,-90.7681,80.6,77.0,78.37,91,3.5999999999999943
239,Nebbiolo d'Alba,37.8244,-122.2316,84.92,68.79,77.83,27,16.129999999999995
240,Gevrey-Chambertin,47.2261,4.9681,52.56,51.04,51.04,93,1.5200000000000031
241,Beaune,47.0833,4.75,49.35,47.84,47.84,94,1.509999999999998
242,Sannio,32.184,-96.8847,88.83,82.06,87.31,37,6.769999999999996
243,Priorat,41.8205,1.8677,55.62,55.62,55.62,87,0.0
244,Saint-Estèphe,45.2625,-0.7724,57.6,57.31,57.6,92,0.28999999999999915
245,Minervois,43.6667,3.1667,58.28,58.1,58.28,84,0.17999999999999972
246,Texas High Plains,31.2504,-99.2506,87.98,87.3,87.75,30,0.6800000000000068
247,Vista Flores,-33.6506,-69.1544,52.36,52.36,52.36,43,0.0
248,Shenandoah Valley (CA),38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
249,Blaye Côtes de Bordeaux,44.8404,-0.5805,57.47,51.78,57.47,100,5.689999999999998
250,Jumilla,38.4792,-1.325,60.82,60.82,60.82,76,0.0
251,Coste della Sesia,37.8244,-122.2316,84.92,68.79,77.83,27,16.129999999999995
252,Yorkville Highlands,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
253,Penedès,41.8205,1.8677,55.62,55.62,55.62,87,0.0
254,Greco di Tufo,32.184,-96.8847,88.83,82.06,87.31,37,6.769999999999996
255,Lugana,45.4601,10.6197,61.25,60.82,60.82,75,0.4299999999999997
256,Primitivo di Manduria,32.184,-96.8847,88.83,82.06,87.31,37,6.769999999999996
257,Amarone della Valpolicella Classico,45.5,11.75,61.34,58.75,60.49,83,2.5900000000000034
258,Piave,45.8548,12.014,59.05,57.15,59.05,84,1.8999999999999986
259,Gaillac,43.9016,1.8969,56.35,55.54,56.35,93,0.8100000000000023
260,Sancerre,47.3289,2.8345,50.99,50.99,50.99,91,0.0
261,Montravel,-22.2511,166.454,80.6,80.6,80.6,53,0.0
262,Quincy,42.2529,-71.0023,62.55,51.85,58.23,82,10.699999999999996
263,Pouilly-Fumé,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
264,Coonawarra,-37.3,140.8167,53.65,53.65,53.65,58,0.0
265,Happy Canyon of Santa Barbara,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
266,Valdeorras,42.4164,-6.9901,50.38,50.38,50.38,93,0.0
267,Bizkaiko Txakolina,40.0,-4.0,57.45,54.57,57.45,55,2.8800000000000026
268,Walla Walla Valley (OR),44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
269,Isonzo del Friuli,32.184,-96.8847,88.83,82.06,87.31,37,6.769999999999996
270,Vin de Pays d'Oc,43.6667,3.1667,58.28,58.1,58.28,84,0.17999999999999972
271,Monbazillac,44.7937,0.4926,57.76,52.25,52.25,94,5.509999999999998
272,Patrimonio,-20.7075,-48.5399,82.04,82.04,82.04,24,0.0
273,Saumur-Champigny,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
274,Rosso di Montepulciano,43.4167,11.0,60.35,58.98,58.98,92,1.3700000000000045
275,Gers,43.6667,0.5,57.18,53.6,57.11,80,3.5799999999999983
276,Crémant de Jura,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
277,Seneca Lake,40.7143,-74.006,69.75,55.99,67.64,64,13.759999999999998
278,Naches Heights,47.5001,-120.5015,63.0,54.64,63.0,51,8.36
279,Basilicata,40.5,16.5,68.22,68.22,68.22,63,0.0
280,Hudson River Region,40.7143,-74.006,69.75,55.99,67.64,64,13.759999999999998
281,Napa-Sonoma,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
282,Crémant de Bourgogne,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
283,Pouilly-Fuissé,5.2038,-3.7396,76.98,76.98,76.98,94,0.0
284,Goulburn Valley,22.2855,114.1577,89.56,85.98,87.91,69,3.5799999999999983
285,Bennett Valley,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
286,Paso Robles Willow Creek District,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
287,Montagne-Saint-Émilion,44.8404,-0.5805,57.47,51.78,57.47,100,5.689999999999998
288,La Mancha,-14.6767,-75.1686,62.64,62.64,62.64,73,0.0
289,Contra Costa County,37.9333,-121.9344,73.53,68.13,70.21,20,5.400000000000006
290,Michigan,44.2503,-85.5003,71.67,68.5,71.53,83,3.1700000000000017
291,Uclés,39.9794,-2.8614,52.32,52.32,52.32,67,0.0
292,Stags Leap District,38.3004,-76.5074,73.06,64.22,66.92,76,8.840000000000003
293,Valle d'Aosta,45.7667,7.4167,42.4,39.29,39.29,89,3.1099999999999994
294,Fair Play,34.5112,-82.9854,74.05,68.34,69.91,98,5.709999999999994
295,Menetou-Salon,47.2317,2.4872,57.2,51.04,51.04,90,6.160000000000004
296,Jerez,14.1,-89.75,68.16,68.16,68.16,98,0.0
297,Fronton,43.8393,1.3893,55.49,55.49,55.49,86,0.0
298,Bergerac,44.8333,0.5,53.82,53.82,53.82,94,0.0
299,Salento,4.6375,-75.5703,61.93,61.93,61.93,91,0.0
300,Bordeaux Rosé,44.8404,-0.5805,57.47,51.78,57.47,100,5.689999999999998
301,Pennsylvania,40.2724,-76.9057,70.05,59.61,69.98,62,10.439999999999998
302,Les Baux de Provence,46.8905,6.7261,49.26,45.79,47.16,93,3.469999999999999
303,Southern Oregon,44.0001,-120.5014,60.03,55.22,55.24,39,4.810000000000002
304,Old Mission Peninsula,44.2503,-85.5003,71.67,68.5,71.53,83,3.1700000000000017
